donor_code,donor_name,aidtype_code,aid_type,flows_code,fund_flows,sector_name,year,value,unit_multiplier,currency,prices,one_indicator,last_update
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,30519.189833,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,811465.241673,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,966047.744754,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,11243112.284937,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,3072644.693025,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,408642.895433,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,565913.221569,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,88062.492976,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,287114.401917,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,353769.226973,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,207595.906695,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,1819200.5278,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,2949433.771672,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,1666970.366212,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,542769.768837,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,209901.088468,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,148201.643659,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,250305.542961,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,488602.977416,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,1499472.010673,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,147728.529693,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,11140.14387,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,78017.723165,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,31448.806589,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,814057.731309,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,961196.649438,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,11642513.151157,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,3104955.468992,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,431761.748243,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,590738.175679,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1992,87115.200279,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,293014.831008,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,340727.627149,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,211332.536016,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,1816743.63859,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,2905274.235301,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,1665247.602964,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,542995.780073,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,215127.881383,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,165002.972669,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,246066.099196,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,490263.434491,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,1529971.035996,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,144616.73961,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,11276.488813,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,81097.126505,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,31007.659536,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,808006.020011,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,982691.81922,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,12495221.434943,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,3106019.10218,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,458767.088348,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,625732.860395,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1993,89322.691133,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,303049.242669,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,356671.759404,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,221639.891608,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,1934351.371136,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,2969153.443359,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,1703178.493738,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,558653.800897,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,230549.021933,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,164615.181537,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,249799.778568,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,492357.095309,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,1638268.501041,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,154625.945553,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,11615.756879,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,83508.216376,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,30636.348637,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,815124.85155,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,1016627.163698,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,12909852.957028,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,3119599.267781,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,496813.566465,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,668244.829988,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1994,94213.141973,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,310800.094097,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,366353.558247,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,230995.229018,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,1938144.808364,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,3019681.730801,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,1756688.766033,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,578686.730355,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,269110.010018,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,168461.86039,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,262993.782144,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,498899.902528,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,1667960.678959,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,164701.299838,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,94496.370434,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,32046.259945,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,850847.687355,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,1038053.725182,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,13220310.561763,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,3326261.500105,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,543511.043573,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,698776.632806,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1995,97392.988176,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,320510.060125,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,378167.808105,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,235861.301215,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,1959173.246739,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,3063447.696437,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,1789920.557342,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,603350.154111,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,285660.983848,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,173845.659177,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,263123.281976,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,502504.719456,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,1687114.750388,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,172417.614512,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,100427.239496,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,33980.827915,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,162552.701956,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,863437.51777,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,1048021.6844,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,13700505.026407,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,3437339.243294,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,586323.988978,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,729349.551802,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1996,99195.660408,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,323271.207058,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,399729.119081,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,260695.356058,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,2067570.488696,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,3134415.32191,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,1817857.662801,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,622824.081104,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1997,301137.768502,6,USD,constant,DAC1.40.1,2025-07-18
