donor_code,donor_name,aidtype_code,aid_type,flows_code,fund_flows,sector_name,year,value,unit_multiplier,currency,prices,one_indicator,last_update
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,3365046.767027,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,2003570.633077,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,744550.318424,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,334684.820631,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,212953.282734,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,342180.212523,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,575150.960123,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,2130962.631904,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,216818.704697,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,14904.09433,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,156624.763876,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,42446.189067,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,200031.710108,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,1089348.224583,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,167201.839526,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,60257.379439,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,330657.55298,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,1359399.486049,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,16704777.195642,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,3546645.963711,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,726015.933647,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,877877.415332,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2001,111702.50575,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,368111.657528,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,445023.108342,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,283661.458098,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,2345325.349095,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,3400922.712921,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,1997798.789282,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,726678.160922,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,341352.346019,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,215614.977052,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,350250.970742,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,574061.438314,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,2232304.174053,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,223036.00072,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,14929.940379,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,161036.71051,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,41526.610308,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,210097.57947,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,1129821.792382,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,176500.19435,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,74376.441388,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,1385922.820353,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,16985597.977182,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,3549107.853592,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,777589.640322,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,905334.386585,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2002,125716.126569,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,372282.257599,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,453021.574401,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,285356.731199,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,2362677.774102,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,3364930.954113,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,1999618.440776,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,718847.721984,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,342537.605394,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,213072.588926,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,358955.56385,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,595071.901228,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,2297698.492113,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,226762.917874,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,15811.548081,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,169296.526098,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,40902.620551,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,219395.115046,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,1167194.890054,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,174930.681323,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,66989.141938,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,130716.367054,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,362850.764285,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,24529.464543,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,39351.970499,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,1422709.025376,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,17435831.479532,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,3594266.084098,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,791045.278131,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,938686.891719,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2003,132378.950967,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,386942.18985,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,468818.642235,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,293352.437651,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,2419158.102205,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,3456602.663654,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,2034173.825864,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,740780.663063,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,348589.274944,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,213813.225615,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,376380.361765,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,610652.59424,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,2377725.20541,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,236876.574935,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,15969.107832,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,186240.944728,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,47530.912845,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,228962.623972,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,1238960.034543,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,191913.854464,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,66695.632774,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,135022.841133,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,380269.773497,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,23536.688576,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,26478.376796,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,42465.770935,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,1455783.048108,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,18023350.65709,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,3687518.162698,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,829664.166533,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,964871.069593,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2004,138601.030398,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,390962.766339,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,479982.076559,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,308469.934377,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,2438795.300867,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,3523351.437579,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,2095022.811221,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,791581.282294,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,361781.348562,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,224792.131203,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,387186.138674,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,636592.333318,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,2434412.2186,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,247512.23934,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,17983.771561,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,199173.499287,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,49158.177523,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,246222.207976,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,1295622.584861,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,43960.021725,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,208491.294671,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,127300.834458,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,405326.553203,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,26244.135093,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,29702.619393,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,46230.210673,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,1507927.12143,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,18528777.273414,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,3734033.747168,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,849376.938516,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,1014878.425276,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2005,141556.146294,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,402163.806137,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,492745.319505,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,322908.067693,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,2535037.704641,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,3638442.917743,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,2135015.54718,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,827088.131749,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,371093.221293,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,225963.563544,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,406295.885911,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,654541.749058,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,2488047.468672,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,261749.966579,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,18266.033906,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,210190.157549,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,46232.699833,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,258144.730059,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,1343997.125167,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,48176.963278,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,220509.923359,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,79286.953717,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,159223.573807,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,431721.965474,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,30464.17445,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,32867.37696,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,55604.994379,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,1550162.822839,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,19285174.911747,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,3821050.750048,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,887943.236029,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,1036822.273362,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2006,143350.136342,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,409759.07327,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,512444.272102,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,326976.678554,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,2607882.385871,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,3744636.257696,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,2162898.092004,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,846845.977916,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,387758.310639,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,230359.644535,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,435430.864168,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,634288.591808,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,2559216.472114,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,275948.299352,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,18926.076322,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,217899.845406,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,51734.08898,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,288117.122393,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,1376710.774425,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,51697.062342,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,232942.146438,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,88282.504402,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2007,153973.673049,6,USD,constant,DAC1.40.1,2025-07-18
